time,Cache:adminBytes,Cache:avgBatchCACHEMODE,Cache:avgBatchCRITICAL,Cache:avgBatchDAEMON,Cache:avgBatchEVICTORTHREAD,Cache:avgBatchMANUAL,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:nBINsEvictedCACHEMODE,Cache:nBINsEvictedCRITICAL,Cache:nBINsEvictedDAEMON,Cache:nBINsEvictedEVICTORTHREAD,Cache:nBINsEvictedMANUAL,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsStripped,Cache:nBatchesCACHEMODE,Cache:nBatchesCRITICAL,Cache:nBatchesDAEMON,Cache:nBatchesEVICTORTHREAD,Cache:nBatchesMANUAL,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nEvictPasses,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesScanned,Cache:nNodesSelected,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsEvictedCACHEMODE,Cache:nUpperINsEvictedCRITICAL,Cache:nUpperINsEvictedDAEMON,Cache:nUpperINsEvictedEVICTORTHREAD,Cache:nUpperINsEvictedMANUAL,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:requiredEvictBytes,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:cleanerBackLog,Cleaning:fileDeletionBacklog,Cleaning:lnSizeCorrectionFactor,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerProbeRuns,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nToBeCleanedLNsProcessed,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:G1 Old Generation.count,Jvm:G1 Old Generation.time,Jvm:G1 Young Generation.count,Jvm:G1 Young Generation.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,Op:cursorDelete,Op:cursorGetCurrent,Op:cursorGetFirst,Op:cursorGetLast,Op:cursorGetNext,Op:cursorGetNextDup,Op:cursorGetNextNoDup,Op:cursorGetPrev,Op:cursorGetPrevDup,Op:cursorGetPrevNoDup,Op:cursorPut,Op:cursorPutCurrent,Op:cursorPutNoDupData,Op:cursorPutNoOverwrite,Op:dbDelete,Op:dbGet,Op:dbGetSearchBoth,Op:dbPut,Op:dbPutNoDupData,Op:dbPutNoOverWrite,Op:dbRemoveSequence,Op:dosCursorGetNext,Op:secondaryCursorDelete,Op:secondaryCursorGetCurrent,Op:secondaryCursorGetFirst,Op:secondaryCursorGetLast,Op:secondaryCursorGetNext,Op:secondaryCursorGetNextDup,Op:secondaryCursorGetNextNoDup,Op:secondaryCursorGetPrev,Op:secondaryCursorGetPrevDup,Op:secondaryCursorGetPrevNoDup,Op:secondaryDbDelete,Op:secondaryDbGet,Op:secondaryDbGetSearchBoth
2021-06-27T12:31:02Z,161,0,0,0,0,0,14889444,1467,11743555,0,0,0,0,0,0,11621,0,0,0,0,0,0,0,511,11,0,-84,1,7,2777,0,0,0,0,0, ,0,0,0,0,0,0,11608,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624794062201,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,28,62687496,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,350,0,14,0,700,0,0,0,0,0,0,0,0,0,0,10146,0,1416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27T12:32:02Z,161,0,0,0,0,0,15133500,1467,11987611,0,0,0,0,0,0,11248,0,0,0,0,0,0,0,521,11,0,-85,1,7,2583,0,0,0,0,0, ,0,0,0,0,0,0,11240,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624794062201,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,29,68264008,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,9944,0,1262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27T12:33:02Z,161,0,0,0,0,0,15220140,1467,12074251,0,0,0,0,0,0,9169,0,0,0,0,0,0,0,523,11,0,-86,1,7,2261,0,0,0,0,0, ,0,0,0,0,0,0,9163,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624794062201,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,26,74114216,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,8516,0,628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27T12:34:02Z,161,0,0,0,0,0,15367860,1467,12221971,0,0,0,0,0,0,9845,0,0,0,0,0,0,0,530,11,0,-89,1,7,2468,0,0,0,0,0, ,0,0,0,0,0,0,9833,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624794062201,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,28,96112296,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,350,0,14,0,700,0,0,0,0,0,0,0,0,0,0,8805,0,986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27T12:35:02Z,161,0,0,0,0,0,15448452,1467,12302563,0,0,0,0,0,0,9449,0,0,0,0,0,0,0,532,11,0,-92,1,7,2538,0,0,0,0,0, ,0,0,0,0,0,0,9437,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624794062201,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,35,104960800,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,8709,0,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27T12:36:02Z,161,0,0,0,0,0,15638828,1467,12492939,0,0,0,0,0,0,10922,0,0,0,0,0,0,0,540,11,0,-94,1,7,2697,0,0,0,0,0, ,0,0,0,0,0,0,10912,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624794062201,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,29,74298496,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,9800,0,1076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27T12:37:02Z,161,0,0,0,0,0,15865484,1467,12719595,0,0,0,0,0,0,10930,0,0,0,0,0,0,0,552,11,0,-96,1,7,2572,0,0,0,0,0, ,0,0,0,0,0,0,10919,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624794062201,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,33,48689872,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,9646,0,1232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27T12:38:03Z,161,0,0,0,0,0,16096492,1467,12950603,0,0,0,0,0,0,11034,0,0,0,0,0,0,0,558,11,0,-98,1,7,2491,0,0,0,0,0, ,0,0,0,0,0,0,11026,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624794062201,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,30,44788360,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,9816,0,1182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27T12:39:03Z,161,0,0,0,0,0,16180204,1467,13034315,0,0,0,0,0,0,9117,0,0,0,0,0,0,0,564,11,0,-100,1,7,2451,0,0,0,0,0, ,0,0,0,0,0,0,9107,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624794062201,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,32,100173024,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,8439,0,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27T12:40:03Z,161,0,0,0,0,0,16215028,1467,13069139,0,0,0,0,0,0,9001,0,0,0,0,0,0,0,565,11,0,-103,1,7,2538,0,0,0,0,0, ,0,0,0,0,0,0,8990,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624794062201,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,33,82548192,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,350,0,14,0,700,0,0,0,0,0,0,0,0,0,0,8391,0,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27T12:41:03Z,161,0,0,0,0,0,16244628,1467,13098739,0,0,0,0,0,0,8577,0,0,0,0,0,0,0,568,12,0,-106,1,6,2464,0,0,0,0,0, ,0,0,0,0,0,0,8563,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624794062201,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,38,61166640,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,350,0,14,0,700,0,0,0,0,0,0,0,0,0,0,8047,0,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27T12:42:03Z,161,0,0,0,0,0,16265436,1467,13119547,0,0,0,0,0,0,7908,0,0,0,0,0,0,0,569,12,0,-108,1,6,2144,0,0,0,0,0, ,0,0,0,0,0,0,7900,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624794062201,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,29,44850944,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,7495,0,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27T12:43:03Z,161,0,0,0,0,0,16305412,1467,13159523,0,0,0,0,0,0,8861,0,0,0,0,0,0,0,571,12,0,-110,1,6,2486,0,0,0,0,0, ,0,0,0,0,0,0,8851,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624794062201,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,33,49871000,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,8307,0,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27T12:44:03Z,161,0,0,0,0,0,16357876,1467,13211987,0,0,0,0,0,0,9027,0,0,0,0,0,0,0,572,12,0,-112,1,6,2498,0,0,0,0,0, ,0,0,0,0,0,0,9018,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624794062201,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,26,48377816,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,8426,0,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27T12:45:03Z,161,0,0,0,0,0,16535892,1467,13390003,0,0,0,0,0,0,10298,0,0,0,0,0,0,0,580,12,0,-114,1,6,2467,0,0,0,0,0, ,0,0,0,0,0,0,10289,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624794062201,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,28,99386752,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,9252,0,1004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27T12:46:03Z,161,0,0,0,0,0,16635212,1467,13489323,0,0,0,0,0,0,9799,0,0,0,0,0,0,0,585,13,0,-117,1,7,2589,0,0,0,0,0, ,0,0,0,0,0,0,9788,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624794062201,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,31,47304408,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,9025,0,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27T12:47:03Z,161,0,0,0,0,0,16651860,1467,13505971,0,0,0,0,0,0,8825,0,0,0,0,0,0,0,587,13,0,-119,1,7,2567,0,0,0,0,0, ,0,0,0,0,0,0,8815,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624794062201,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,33,75329952,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,8369,0,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27T12:48:03Z,161,0,0,0,0,0,16695732,1467,13549843,0,0,0,0,0,0,9072,0,0,0,0,0,0,0,589,13,0,-121,1,6,2506,0,0,0,0,0, ,0,0,0,0,0,0,9063,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624794062201,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,37,45915872,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,8580,0,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27T12:49:03Z,161,0,0,0,0,0,16725172,1467,13579283,0,0,0,0,0,0,9263,0,0,0,0,0,0,0,592,13,0,-123,1,6,2712,0,0,0,0,0, ,0,0,0,0,0,0,9253,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624794062201,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,28,68960440,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,8786,0,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27T12:50:03Z,161,0,0,0,0,0,16776372,1467,13630483,0,0,0,0,0,0,9217,0,0,0,0,0,0,0,594,13,0,-126,1,6,2494,0,0,0,0,0, ,0,0,0,0,0,0,9206,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624794062201,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,26,51892144,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,8596,0,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27T12:51:03Z,161,0,0,0,0,0,16905740,1467,13759851,0,0,0,0,0,0,9278,0,0,0,0,0,0,0,601,13,0,-128,1,6,2263,0,0,0,0,0, ,0,0,0,0,0,0,9269,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624794062201,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,27,87722976,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,8469,0,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27T12:52:03Z,161,0,0,0,0,0,16943148,1467,13797259,0,0,0,0,0,0,8727,0,0,0,0,0,0,0,601,13,0,-130,1,6,2423,0,0,0,0,0, ,0,0,0,0,0,0,8717,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624794062201,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,38,92629936,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,350,0,14,0,700,0,0,0,0,0,0,0,0,0,0,8147,0,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27T12:53:03Z,161,0,0,0,0,0,16949860,1467,13803971,0,0,0,0,0,0,8061,0,0,0,0,0,0,0,602,14,0,-130,1,6,2253,0,0,0,0,0, ,0,0,0,0,0,0,8049,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624794062201,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,31,94566344,-1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,7674,0,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27T12:54:03Z,161,0,0,0,0,0,16957020,1467,13811131,0,0,0,0,0,0,8476,0,0,0,0,0,0,0,602,15,0,-133,1,6,2388,0,0,0,0,0, ,0,0,0,0,0,0,8465,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624794062201,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,37,100919264,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,8047,0,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27T12:55:03Z,161,0,0,0,0,0,16992732,1467,13846843,0,0,0,0,0,0,8620,0,0,0,0,0,0,0,604,15,0,-135,1,6,2344,0,0,0,0,0, ,0,0,0,0,0,0,8612,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624794062201,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,34,51545000,-1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,8156,0,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27T12:56:03Z,161,0,0,0,0,0,17012828,1467,13866939,0,0,0,0,0,0,8294,0,0,0,0,0,0,0,608,14,0,-138,1,6,2232,0,0,0,0,0, ,0,0,0,0,0,0,8287,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624794062201,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,42,86535896,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,7881,0,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27T12:57:03Z,161,0,0,0,0,0,17007788,1467,13861899,0,0,0,0,0,0,8088,0,0,0,0,0,0,0,609,14,0,-141,1,6,2340,0,0,0,0,0, ,0,0,0,0,0,0,8074,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624794062201,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,28,89900520,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,7759,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27T12:58:03Z,161,0,0,0,0,0,17117412,1467,13971523,0,0,0,0,0,0,9674,0,0,0,0,0,0,0,616,14,0,-143,1,6,2526,0,0,0,0,0, ,0,0,0,0,0,0,9664,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624794062201,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,29,110223680,-1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,350,0,14,0,700,0,0,0,0,0,0,0,0,0,0,8821,0,806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27T12:59:03Z,161,0,0,0,0,0,17169460,1467,14023571,0,0,0,0,0,0,9309,0,0,0,0,0,0,0,617,14,0,-145,1,6,2637,0,0,0,0,0, ,0,0,0,0,0,0,9297,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624794062201,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,26,88782904,-1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,8726,0,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27T13:00:03Z,161,0,0,0,0,0,17163916,1467,14018027,0,0,0,0,0,0,8347,0,0,0,0,0,0,0,616,14,0,-148,1,6,2418,0,0,0,0,0, ,0,0,0,0,0,0,8338,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624794062201,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,32,108267344,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,7955,0,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
